source	line	reference	exists_worktree	tracked_main	tracked_lc1	classification	exists_canonical
orders/GRM_CMC1_COMOUNT_MECHANISM.md	5	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_CMC1_COMOUNT_MECHANISM.md	9	scripts/grm_cmc1_	False	False	False	untracked-or-dynamic	False
orders/GRM_CMC1_COMOUNT_MECHANISM.md	11	artifacts/grm_cmc1/	False	False	False	untracked-or-dynamic	True
orders/GRM_CMC1_COMOUNT_MECHANISM.md	85	artifacts/grm_cmc1/GRM_CMC1_REPORT.md	False	False	False	untracked-or-dynamic	True
orders/GRM_CMC2_DEPTH_SWEEP.md	10	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_CMC2_DEPTH_SWEEP.md	11	artifacts/grm_cmc2/	False	False	False	untracked-or-dynamic	True
orders/GRM_CMC2_DEPTH_SWEEP.md	12	scripts/grm_cmc2_	False	False	False	untracked-or-dynamic	False
orders/GRM_CMC2_DEPTH_SWEEP.md	66	artifacts/grm_cmc2/GRM_CMC2_REPORT.md	False	False	False	untracked-or-dynamic	True
orders/GRM_DET1_10_SEPARATOR_NORM.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_10_SEPARATOR_NORM.md	6	scripts/grm_det1_5_lead.sh	True	False	True	tracked-new-in-lc1	True
orders/GRM_DET1_11_ACHIEVED_COUNT.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_11_ACHIEVED_COUNT.md	6	scripts/grm_det1_5_lead.sh	True	False	True	tracked-new-in-lc1	True
orders/GRM_DET1_1_FRAME_REANCHOR.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_2_OBSERVER_LEAK.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_2_OBSERVER_LEAK.md	22	docs/GRM_E2E_RECEIPT_LEDGER.md	True	True	True	tracked-both	True
orders/GRM_DET1_3_REPLAY_FIDELITY.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_4_FORK_FROM_SNAPSHOT.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_5_RACE_CAMPAIGN.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_6_PLANT_ON_FORK.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_7_PLANT_REALIGN.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_8_SYNTH_TURN_SNAPSHOTS.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_9_SUBSTITUTION_POOL.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_DEMAND_DETECTOR_RACE.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET1_DEMAND_DETECTOR_RACE.md	4	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_DET1_DEMAND_DETECTOR_RACE.md	5	artifacts/grm_det1/	False	False	False	untracked-or-dynamic	True
orders/GRM_DET2_LQR_SALVAGE.md	13	artifacts/grm_det1/run_20260831T160525Z_2/det1_4/campaign/analysis/analysis_receipt_89bcd331ae7f9ef4.json	False	False	False	untracked-or-dynamic	True
orders/GRM_DET2_LQR_SALVAGE.md	24	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_DET2_LQR_SALVAGE.md	25	orders/GRM_DET2_LQR_SALVAGE.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_DET2_LQR_SALVAGE.md	26	artifacts/grm_det2/	False	False	False	untracked-or-dynamic	True
orders/GRM_DET2_LQR_SALVAGE.md	87	artifacts/grm_det2/	False	False	False	untracked-or-dynamic	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	23	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	30	core/graft_arena.py::__init__	False	False	False	untracked-or-dynamic	False
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	34	scripts/grm_e2e_session.py	True	True	True	tracked-both	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	38	core/grm_runtime.py::chat	False	False	False	untracked-or-dynamic	False
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	38	core/graft_repository.py	True	True	True	tracked-both	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	39	docs/GRM_E2E_RECEIPT_LEDGER.md	True	True	True	tracked-both	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	40	docs/LSR_ADDENDUM_1.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	43	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	44	scripts/lsr_p2c_e2e_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	48	artifacts/lsr_p2c/lsr_p2c_g2_summary_	False	False	False	untracked-or-dynamic	False
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	49	artifacts/lsr_p2c_1/	False	False	False	untracked-or-dynamic	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	50	artifacts/grm_det1/run_20260831T160525Z_2/det1_11/census/	False	False	False	untracked-or-dynamic	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	97	artifacts/grm_eb1/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	116	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	123	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	123	core/graft_repository.py	True	True	True	tracked-both	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	124	core/grm_runtime.py	True	True	True	tracked-both	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	124	scripts/grm_e2e_session.py	True	True	True	tracked-both	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	125	scripts/grm_eb1_	False	False	False	untracked-or-dynamic	False
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	126	artifacts/grm_eb1/	False	False	False	untracked-or-dynamic	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	126	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	128	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	128	scripts/lsr_	False	False	False	untracked-or-dynamic	False
orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	129	scripts/grm_sc	False	False	False	untracked-or-dynamic	False
orders/GRM_HAZ1_1_PIN_CHECK.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_HAZ1_1_PIN_CHECK.md	5	scripts/grm_sup_l2_default_on_gate.py:170	False	False	False	untracked-or-dynamic	False
orders/GRM_HAZ1_ARENA_STEP_ROLLBACK.md	3	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_HAZ1_ARENA_STEP_ROLLBACK.md	8	core/gpt_oss20b_tc.py:1255	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	4	docs/LSR_ADDENDUM_1.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	7	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	9	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	15	docs/LSR_LIVED_SERVING_PLAN.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	15	docs/LSR_ADDENDUM_1.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	17	artifacts/lsr_p1/lsr_p1_adjudication_31e5c89453f4aa42.json	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	23	core/graft_arena.py::step	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	26	scripts/grm_e2e_session.py::_probe_ladder_chat	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	30	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	32	docs/GRM_MOUNT_CURATION_DESIGN.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	87	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	112	artifacts/grm_det1/run_20260831T160525Z_2/det1_11/census/	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	113	scripts/lsr_p0_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	113	scripts/grm_det1_5_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	136	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	136	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	137	scripts/grm_e2e_session.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	138	scripts/lsr_p2a_	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	138	artifacts/lsr_p2a/	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	140	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	4	docs/LSR_ADDENDUM_1.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	10	/mnt/ForgeRealm/GraftRepository-wt-lsr-p2b	False	False	False	absolute-external	False
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	17	docs/LSR_ADDENDUM_1.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	19	core/grm_three_pass.py::MemoryLedgerBuilder	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	22	scripts/grm_e2e_session.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	26	core/graft_arena.py::step	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	28	core/grm_admission.py::admission_info_fields	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	29	artifacts/lsr_p1/lsr_p1_adjudication_31e5c89453f4aa42.json	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	61	core/grm_runtime.py::chat	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	62	core/graft_repository.py::chat	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	65	scripts/lsr_p2b_route_receipt_dump.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	72	tests/test_grm_s4_ledger.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	79	scripts/lsr_p1_harvest.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	91	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	91	core/grm_runtime.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	92	core/graft_repository.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	92	scripts/grm_e2e_session.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	94	scripts/lsr_p2b_route_receipt_dump.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	94	artifacts/lsr_p2b/	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	95	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2B_ROUTE_RECEIPT_PERSISTENCE.md	95	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	16	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	23	orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	24	artifacts/lsr_p2c/lsr_p2c_g3_blocked_report_	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	27	orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	28	scripts/grm_sc1_2_session.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	29	scripts/grm_sc1_2_e2e_recovery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	30	artifacts/grm_sc1_2/	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	33	artifacts/grm_det1/run_20260831T160525Z_2/det1_11/census/	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	60	artifacts/lsr_p2c_1/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	78	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	85	scripts/grm_lsr_p2c_1_	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	86	artifacts/lsr_p2c_1/	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	89	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	89	scripts/lsr_	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_1_E2E_CENSUS_SCORING.md	89	scripts/grm_sc1_	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	8	artifacts/lsr_p2a/lsr_p2a_replay_	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	11	scripts/grm_e2e_session.py:263	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	13	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	20	orders/GRM_LSR_P2A_FIT_HONESTY_SHUTTLE.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	21	artifacts/lsr_p2a/lsr_p2a_registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	23	core/graft_arena.py::step	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	25	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	27	core/graft_arena.py::_descent_source_children	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	31	core/graft_repository.py::cull_graft	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	33	core/graft_arena.py::deposit	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	35	scripts/grm_det1_5_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	37	scripts/lsr_p2a_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	39	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	96	artifacts/lsr_p2c/lsr_p2c_registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	136	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	142	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	142	core/graft_repository.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	143	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	143	core/grm_runtime.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	144	scripts/grm_e2e_session.py	True	True	True	tracked-both	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	144	scripts/lsr_p2a_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	145	scripts/lsr_p2c_	False	False	False	untracked-or-dynamic	False
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	146	artifacts/lsr_p2c/	False	False	False	untracked-or-dynamic	True
orders/GRM_LSR_P2C_UNSEATABLE_SPLIT_DESCENT.md	146	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	14	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	21	orders/GRM_EB1_EPHEMERAL_BOAT_FRAME.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	22	artifacts/grm_eb1/grm_eb1_summary.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	23	artifacts/lsr_p2c/lsr_p2c_arm1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS1_READ_STRENGTH_PROBE.md	28	scripts/grm_det1_3_gpu.py::_install_lived_nodes	False	False	False	untracked-or-dynamic	False
orders/GRM_RS1_READ_STRENGTH_PROBE.md	30	scripts/grm_det1_5_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	33	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	34	core/grm_frame.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	38	core/grm_demand.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	40	scripts/grm_det1_common.py::DetectorObserver	False	False	False	untracked-or-dynamic	False
orders/GRM_RS1_READ_STRENGTH_PROBE.md	44	artifacts/lsr_p2c/lsr_p2c_g2_summary_d5efcb7969279860.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	76	docs/GPT_OSS_20B_APA_GRM_SYNTHESIS.md	True	True	True	tracked-both	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	93	artifacts/grm_rs1/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	113	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	120	scripts/grm_rs1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS1_READ_STRENGTH_PROBE.md	121	artifacts/grm_rs1/	False	False	False	untracked-or-dynamic	True
orders/GRM_RS1_READ_STRENGTH_PROBE.md	123	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS1_READ_STRENGTH_PROBE.md	124	scripts/lsr_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS1_READ_STRENGTH_PROBE.md	124	scripts/grm_sc	False	False	False	untracked-or-dynamic	False
orders/GRM_RS1_READ_STRENGTH_PROBE.md	124	scripts/grm_eb1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	4	artifacts/grm_rs1/grm_rs1_results.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	12	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	19	orders/GRM_RS1_READ_STRENGTH_PROBE.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	19	artifacts/grm_rs1/	False	False	False	untracked-or-dynamic	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	20	scripts/grm_rs1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	23	core/graft_arena.py::deposit	False	False	False	untracked-or-dynamic	False
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	27	scripts/grm_det1_3_gpu.py::_install_lived_nodes	False	False	False	untracked-or-dynamic	False
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	29	docs/GRM_Methodology.md	True	True	True	tracked-both	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	34	core/gpt_oss20b_tc.py	True	True	True	tracked-both	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	39	core/grm_demand.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	93	artifacts/grm_rs2/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	113	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	120	scripts/grm_rs2_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	121	artifacts/grm_rs2/	False	False	False	untracked-or-dynamic	True
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	123	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	124	scripts/lsr_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	124	scripts/grm_sc	False	False	False	untracked-or-dynamic	False
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	124	scripts/grm_eb1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS2_MOUNT_READ_DEFICIT.md	125	scripts/grm_rs1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	28	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	35	orders/GRM_RS1_READ_STRENGTH_PROBE.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	35	orders/GRM_RS2_MOUNT_READ_DEFICIT.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	36	artifacts/grm_rs1/grm_rs1_results.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	36	artifacts/grm_rs2/grm_rs2_results.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	39	scripts/grm_rs2_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	42	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	44	core/gpt_oss20b_tc.py::GptOssAttentionTC.__call__	False	False	False	untracked-or-dynamic	False
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	46	docs/GRM_Methodology.md	True	True	True	tracked-both	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	49	core/grm_frame.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	50	core/grm_demand.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	51	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	52	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	53	scripts/lsr_p2c_e2e_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	55	artifacts/grm_eb1/	False	False	False	untracked-or-dynamic	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	124	artifacts/grm_rs3/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	144	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	151	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	151	core/gpt_oss20b_tc.py	True	True	True	tracked-both	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	153	core/grm_frame.py	True	False	True	tracked-new-in-lc1	True
